"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"75","6","Normal","1","220","560","570","580","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage with Kanon as a team member"
"75","6","Hard","2","340","921","940","960","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage with Kanon as a team member"
"76","2","Easy","0","65","252","290","258","ソード・ピース
ハンマー・ストーン
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"76","2","Normal","1","202","525","534","544","ソード・ピース
ハンマー・ストーン
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"76","2","Hard","2","323","870","889","909","ソード・ピース
ハンマー・ストーン
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"76","3","Easy","0","66","252","290","260","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"76","3","Normal","1","204","528","538","548","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"76","3","Hard","2","324","873","892","912","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"76","5","Easy","0","67","255","288","262","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"76","5","Normal","1","206","534","542","552","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"76","5","Hard","2","325","876","895","915","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"76","6","Easy","0","68","258","285","264","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"76","6","Normal","1","210","540","550","560","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"76","6","Hard","2","330","891","910","930","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage within 150 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 50% FEVER"
"77","2","Easy","0","68","258","260","264","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"77","2","Normal","1","210","540","550","560","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"77","2","Hard","2","321","864","883","903","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"77","3","Easy","0","69","258","262","266","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"77","3","Normal","1","212","546","554","564","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"77","3","Hard","2","322","867","886","906","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"77","5","Easy","0","70","261","264","268","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"77","5","Normal","1","214","549","558","568","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"77","5","Hard","2","323","870","889","909","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"77","6","Easy","0","71","264","266","270","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"77","6","Normal","1","216","552","562","572","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"77","6","Hard","2","325","876","895","915","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"78","2","Easy","0","71","264","266","270","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"78","2","Normal","1","218","558","566","576","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"78","2","Hard","2","326","879","898","918","ソード・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"78","3","Easy","0","72","264","268","272","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"78","3","Normal","1","220","561","570","580","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"78","3","Hard","2","328","885","904","924","ソード・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"78","5","Easy","0","72","264","268","272","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"78","5","Normal","1","222","564","574","584","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"78","5","Hard","2","329","888","907","927","スピア・ピース
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"78","6","Easy","0","73","267","270","274","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"78","6","Normal","1","224","570","578","588","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"78","6","Hard","2","330","891","910","930","ハンマー・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"79","2","Easy","0","74","270","272","276","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"79","2","Normal","1","226","573","582","592","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage within 150 seconds"
"79","2","Hard","2","331","894","913","933","ソード・ピース
スピア・ピース","► Clear stage within 150 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"79","3","Easy","0","74","270","272","276","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"79","3","Normal","1","228","576","586","596","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage within 150 seconds"
"79","3","Hard","2","332","897","916","936","ガン・ピース
ロッド・ピース","► Clear stage within 150 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"79","5","Easy","0","75","270","274","278","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"79","5","Normal","1","230","582","590","600","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage within 150 seconds"
