stage_name,part,episode,stage_number,easy_level,easy_exp,easy_coins,easy_cheerpoint,easy_objectives,normal_level,normal_exp,normal_coins,normal_cheerpoint,normal_objectives,hard_level,hard_exp,hard_coins,hard_cheerpoint,hard_objectives,small_irousu,large_irousu,drops
Special Lesson 72-5: 3rd period,2,72,5,58,237,240,244,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",180,480,490,500,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",320,860,880,900,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","26,22,40,5","28,41,27,18","スピア・ピース
スピア・ストーン
ガン・ピース"
Special Lesson 72-6: 4th period,2,72,6,60,240,244,248,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",190,501,510,520,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",330,891,910,930,"- Clear stage within 150 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 50% FEVER","6,47,30","31,9,61,48,10,32,49","ハンマー・ピース
ガン・ストーン
ロッド・ピース"
Special Lesson 73-2: 1st period,2,73,2,58,237,273,244,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",180,480,490,500,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",311,834,853,873,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","29,14,5,25","31,7,37,27,16,9,61","ソード・ピース
スピア・ピース"
Special Lesson 73-3: 2nd period,2,73,3,59,240,279,246,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",182,486,494,504,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",312,837,856,876,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,39,25,6,14","27,28,23,24,16,17,38,37,61","ガン・ピース
ロッド・ピース"
Special Lesson 73-5: 3rd period,2,73,5,60,240,277,248,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",184,489,498,508,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",313,840,859,879,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","14,29,5,6,43,46","61,7,9,31,32,23,8","スピア・ピース
ハンマー・ピース"
Special Lesson 73-6: 4th period,2,73,6,61,243,280,250,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",186,492,502,512,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",315,846,865,885,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","26,43","61,42,27,23,24","ガン・ピース
ロッド・ピース"
Special Lesson 74-2: 1st period,2,74,2,61,243,280,250,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",188,498,506,516,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",316,849,868,888,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","46,43,47","61,48,31,41,49","ソード・ピース
ハンマー・ピース"
Special Lesson 74-3: 2nd period,2,74,3,62,246,283,252,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",190,501,510,520,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",318,855,874,894,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","21,43,25,46,47,26,22","61,23,27,48,28,24,32","ソード・ピース
ロッド・ピース"
Special Lesson 74-5: 3rd period,2,74,5,62,246,278,252,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",192,504,514,524,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",319,858,877,897,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","39,21,22,5,6","61,41,7,23","スピア・ピース
ガン・ピース"
Special Lesson 74-6: 4th period,2,74,6,63,246,291,254,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",194,510,518,528,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",320,861,880,900,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","25,21,35,29,39,46,5,14","61,9,27,16,31","ハンマー・ピース
ロッド・ピース"
Special Lesson 75-2: 1st period,2,75,2,64,249,288,256,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",196,513,522,532,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",321,864,883,903,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,29,35,39,44","61,7,31,16,37,9,10,19","ソード・ピース
スピア・ピース"
Special Lesson 75-3: 2nd period,2,75,3,64,249,289,256,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",198,516,526,536,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",321,864,883,903,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","44,36","61,45,17,24,32,38,8,28","ガン・ピース
ロッド・ピース"
Special Lesson 75-5: 3rd period,2,75,5,65,252,306,258,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",199,519,528,538,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",322,867,886,906,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","43,39,40,21,22,46,44","61,45","スピア・ピース
ハンマー・ピース"
Special Lesson 75-6: 4th period,2,75,6,70,261,278,268,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage with Kanon in team",220,560,570,580,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage with Kanon in team",340,921,940,960,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage with Kanon in team","54,55,56","61,31,10,60",
Special Lesson 76-2: 1st period,2,76,2,65,252,290,258,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",202,525,534,544,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",323,870,889,909,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","21,35,36,44,39,40","61,37,38,7,45,27,19","ソード・ピース
ハンマー・ストーン
ハンマー・ピース"
Special Lesson 76-3: 2nd period,2,76,3,66,252,290,260,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",204,528,538,548,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",324,873,892,912,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","25,5,6,29,30,47","31,27,16,32,41,49","ソード・ピース
ソード・ストーン
ロッド・ピース"
Special Lesson 76-5: 3rd period,2,76,5,67,255,288,262,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",206,534,542,552,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",325,876,895,915,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,21,14,29,43,39","42,41,31,32,37,38,48,27,49,10,19","スピア・ピース
スピア・ストーン
ガン・ピース"
Special Lesson 76-6: 4th period,2,76,6,68,258,285,264,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",210,540,550,560,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",330,891,910,930,"- Clear stage within 150 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 50% FEVER",47,"16,17,37,38,23,24,31,32,48,49,45,19,10,61","ハンマー・ピース
ガン・ストーン
ロッド・ピース"
Special Lesson 77-2: 1st period,2,77,2,68,258,260,264,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",210,540,550,560,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",321,864,883,903,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","39,21,22","41,42","ソード・ピース
スピア・ピース"
Special Lesson 77-3: 2nd period,2,77,3,69,258,262,266,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",212,546,554,564,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",322,867,886,906,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","25,35,36,21","27,37,28,38","ガン・ピース
ロッド・ピース"
Special Lesson 77-5: 3rd period,2,77,5,70,261,264,268,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",214,549,558,568,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",323,870,889,909,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,29,14,39,35",61,"スピア・ピース
ハンマー・ピース"
Special Lesson 77-6: 4th period,2,77,6,71,264,266,270,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",216,552,562,572,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",325,876,895,915,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","21,25,26,5,29",61,"ガン・ピース
ロッド・ピース"
Special Lesson 78-2: 1st period,2,78,2,71,264,266,270,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",218,558,566,576,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",326,879,898,918,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","29,14,25,39,15","31,32,16,8,27,28,41,18,17","ソード・ピース
ハンマー・ピース"
Special Lesson 78-3: 2nd period,2,78,3,72,264,268,272,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",220,561,570,580,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",328,885,904,924,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","35,21,39,29,5","37,38,23,41,42,31,16,7,9,10","ソード・ピース
ロッド・ピース"
Special Lesson 78-5: 3rd period,2,78,5,72,264,268,272,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",222,564,574,584,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",329,888,907,927,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","25,26,14,15",62,"スピア・ピース
ガン・ピース"
Special Lesson 78-6: 4th period,2,78,6,73,267,270,274,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",224,570,578,588,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",330,891,910,930,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","35,5,6",63,"ハンマー・ピース
ロッド・ピース"
